Model,CV_F1_macro_mean,CV_F1_macro_std,Test_Accuracy,Test_Precision_macro,Test_Recall_macro,Test_F1_macro,Seconds
GradientBoosting,0.7010127298666224,0.008055167483074924,0.776355421686747,0.7213091732860226,0.698995529275182,0.7066685831713694,63.03952145576477
RBF_SVM_balanced,0.7126695231036785,0.009683402278801642,0.7484939759036144,0.7066506981985902,0.7128209837949472,0.7053643549194369,7.472057104110718
LogisticRegression_balanced,0.7082225432455502,0.011789026452116618,0.7364457831325302,0.7064531511421889,0.7120232708468003,0.6999786214996271,12.889351844787598
LinearSVM_balanced,0.702867418028372,0.010887797976417039,0.7552710843373494,0.7021422694063347,0.6931054052558392,0.6963231590021847,24.37791132926941
ExtraTrees_balanced,0.6961222231864411,0.007437247658000077,0.7733433734939759,0.7237362312385177,0.6843299741081804,0.6952866063294055,44.10240864753723
RandomForest_balanced,0.6831315372161799,0.00750249701732625,0.7740963855421686,0.7259736897305936,0.6804932986225175,0.6909351197640828,48.46472978591919
HistGradientBoosting_balanced,0.7133912842493609,0.008407598870987857,0.7417168674698795,0.6880424897815117,0.6839914612335055,0.6853003095909393,168.38462448120117
MLP,0.6523742268016786,0.012826729657723149,0.7281626506024096,0.6707507780371548,0.6709442919664713,0.6706407091650916,129.99237823486328
DecisionTree_default,0.6272437727935254,0.011928467033926872,0.6920180722891566,0.6268854005077856,0.6292618770921568,0.627969676060968,3.6939847469329834
